slug,code_commune,nom_ville,code_postal,note_globale,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie
vaux-sur-seine_78638,78638,Vaux Sur Seine,78740,6.27,7.69,4.25,5.75,5.06,6.63,5.88,6.69,3.81,6.81
velizy-villacoublay_78640,78640,Velizy Villacoublay,78140,7.78,7.61,6.69,7.57,6.81,8.62,7.7,7.57,7.92,8.0
verneuil-sur-seine_78642,78642,Verneuil Sur Seine,78480,6.95,7.09,6.38,6.2,6.45,7.04,6.58,7.51,6.25,7.22
vernouillet_78643,78643,Vernouillet,78540,5.6,6.52,6.45,5.07,5.76,6.34,4.41,5.55,4.31,5.66
la-verriere_78644,78644,La Verriere,78320,4.25,5.26,6.21,3.0,3.26,5.0,4.47,3.74,5.0,4.0
versailles_78646,78646,Versailles,78000,7.23,7.09,7.38,6.6,7.08,7.37,8.12,8.35,7.08,7.07
le-vesinet_78650,78650,Le Vesinet,78110,8.12,8.83,7.45,8.17,7.36,6.91,7.29,8.27,6.99,8.58
villennes-sur-seine_78672,78672,Villennes Sur Seine,78670,6.57,6.87,5.58,6.74,5.48,7.23,5.71,6.29,5.68,6.94
villepreux_78674,78674,Villepreux,78450,7.52,8.14,5.29,7.14,7.07,7.57,6.61,7.82,7.18,7.93
viroflay_78686,78686,Viroflay,78220,7.26,7.35,8.31,6.72,6.59,6.86,6.39,7.16,6.66,7.5
voisins-le-bretonneux_78688,78688,Voisins Le Bretonneux,78960,8.07,8.83,5.33,8.03,7.44,8.14,7.36,8.11,7.39,8.56
aiffres_79003,79003,Aiffres,79230,,,,,,,,,,
la-creche_79048,79048,La Creche,79260,8.28,7.0,5.5,7.5,8.0,7.5,8.0,8.5,8.5,9.0
bressuire_79049,79049,Bressuire,79300,5.95,6.85,4.69,4.85,5.54,7.69,7.15,6.85,6.0,5.69
celles-sur-belle_79061,79061,Celles Sur Belle,79370,6.94,6.0,5.0,5.0,7.0,8.0,7.0,9.0,8.0,7.0
cerizay_79062,79062,Cerizay,79140,,,,,,,,,,
mauleon_79079,79079,Mauleon,79700,6.13,7.0,5.5,7.5,7.5,5.5,5.0,6.5,5.5,6.0
chauray_79081,79081,Chauray,79180,6.21,6.43,5.57,6.0,4.86,6.29,6.43,4.29,8.0,6.43
melle_79174,79174,Melle,79500,6.2,4.89,4.89,5.44,5.67,7.11,7.0,6.89,6.56,6.33
moncoutant-sur-sevre_79179,79179,Moncoutant,79320,8.08,6.33,6.0,9.33,3.67,7.0,7.67,6.67,8.0,9.33
aigondigne_79185,79185,Mougon Thorigne,79370,7.0,6.0,6.0,6.0,7.0,8.0,5.0,8.0,10.0,7.0
niort_79191,79191,Niort,79000,5.23,5.62,5.63,4.09,3.99,6.17,5.5,5.67,5.87,5.14
nueil-les-aubiers_79195,79195,Nueil Les Aubiers,79250,4.67,7.5,3.25,6.0,5.25,6.0,4.75,5.75,4.25,4.0
parthenay_79202,79202,Parthenay,79200,4.28,5.93,3.0,5.47,4.6,4.93,4.2,4.47,3.87,4.0
saint-maixent-l-ecole_79270,79270,Saint Maixent L'Ecole,79400,3.11,4.29,2.71,3.43,3.0,4.0,2.21,4.29,3.57,2.79
thouars_79329,79329,Thouars,79100,4.56,5.7,3.08,4.08,3.35,5.75,5.5,5.5,4.8,4.4
abbeville_80001,80001,Abbeville,80100,6.63,6.89,6.26,6.58,6.26,6.58,6.26,6.89,6.0,6.79
albert_80016,80016,Albert,80300,3.91,5.2,3.5,4.1,5.0,3.7,4.4,4.8,3.0,3.6
amiens_80021,80021,Amiens,80000,6.2,6.5,5.22,5.1,7.41,6.52,6.48,6.85,6.42,6.1
camon_80164,80164,Camon,80450,8.91,9.5,8.0,6.5,8.5,8.5,7.5,9.5,8.5,9.5
corbie_80212,80212,Corbie,80800,5.21,4.8,4.8,2.8,7.2,7.4,7.0,6.2,6.4,4.6
doullens_80253,80253,Doullens,80600,5.0,5.25,3.25,5.0,3.75,4.75,5.75,5.75,4.5,5.25
friville-escarbotin_80368,80368,Friville Escarbotin,80130,,,,,,,,,,
ham_80410,80410,Ham,80400,5.06,5.6,3.8,6.4,4.8,5.6,4.6,3.8,4.8,5.2
longueau_80489,80489,Longueau,80330,8.06,6.33,8.33,7.0,7.67,8.33,5.33,8.33,8.33,8.67
montdidier_80561,80561,Montdidier,80500,,,,,,,,,,
moreuil_80570,80570,Moreuil,80110,,,,,,,,,,
peronne_80620,80620,Peronne,80200,5.92,6.67,4.67,5.0,4.5,6.67,6.17,6.17,5.5,6.17
rivery_80674,80674,Rivery,80136,,,,,,,,,,
roye_80685,80685,Roye,80700,6.53,5.0,1.17,3.83,5.67,6.17,4.17,7.67,8.17,7.83
salouel_80725,80725,Salouel,80480,8.94,9.0,8.0,9.0,10.0,9.0,9.0,8.0,9.0,9.0
villers-bretonneux_80799,80799,Villers Bretonneux,80380,6.41,5.0,4.0,6.5,7.5,7.5,8.0,8.0,8.0,6.0
albi_81004,81004,Albi,81000,6.63,6.63,4.5,6.24,6.43,7.14,7.56,7.4,6.03,6.76
aussillon_81021,81021,Aussillon,81200,6.09,7.67,5.0,4.0,4.67,5.33,5.0,4.33,5.33,7.0
carmaux_81060,81060,Carmaux,81400,6.33,7.7,5.37,6.33,5.93,7.37,5.7,6.7,5.7,6.3
castres_81065,81065,Castres,81100,5.9,7.02,6.47,5.04,5.85,6.71,5.88,6.21,5.66,5.7
gaillac_81099,81099,Gaillac,81600,7.79,7.25,6.88,7.63,6.75,7.63,7.75,8.0,7.75,8.13
graulhet_81105,81105,Graulhet,81300,5.29,4.92,4.88,4.96,5.16,6.92,6.6,5.88,5.64,4.96
labruguiere_81120,81120,Labruguiere,81290,6.05,7.75,5.75,2.5,7.5,5.75,5.25,5.5,4.75,6.5
lavaur_81140,81140,Lavaur,81500,7.09,6.68,6.32,7.16,7.36,7.68,6.52,7.32,7.44,7.12
lescure-d-albigeois_81144,81144,Lescure D'Albigeois,81380,,,,,,,,,,
lisle-sur-tarn_81145,81145,Lisle Sur Tarn,81310,6.72,9.0,5.0,8.0,2.0,5.0,3.5,5.5,5.5,8.0
mazamet_81163,81163,Mazamet,81200,8.05,8.45,7.64,6.66,7.39,8.23,7.61,8.0,7.55,8.41
rabastens_81220,81220,Rabastens,81800,5.73,6.63,4.63,5.5,4.88,5.0,6.0,6.5,4.5,6.0
saint-juery_81257,81257,Saint Juery,81160,7.29,8.0,6.67,7.33,5.67,8.0,6.67,7.0,6.0,7.67
saint-sulpice-la-pointe_81271,81271,Saint Sulpice La Pointe,81370,6.99,6.2,7.6,5.4,6.6,7.0,6.4,7.0,6.4,7.4
saix_81273,81273,Saix,81710,5.13,6.0,4.5,3.0,5.5,7.5,5.5,6.0,4.0,5.0
beaumont-de-lomagne_82013,82013,Beaumont De Lomagne,82500,4.03,6.0,2.0,3.0,4.5,4.25,4.5,5.5,4.75,3.75
bressols_82025,82025,Bressols,82710,,,,,,,,,,
castelsarrasin_82033,82033,Castelsarrasin,82100,6.61,6.82,7.27,6.64,6.27,6.91,6.09,8.18,7.36,6.27
caussade_82037,82037,Caussade,82300,4.77,5.75,4.38,4.63,4.13,4.5,3.5,4.88,5.5,4.88
grisolles_82075,82075,Grisolles,82170,4.14,4.14,4.29,3.43,3.71,5.57,4.43,5.71,5.14,3.71
labastide-saint-pierre_82079,82079,Labastide Saint Pierre,82370,8.01,7.0,5.17,7.17,8.17,8.0,7.0,8.5,7.83,8.67
moissac_82112,82112,Moissac,82200,4.55,5.0,2.67,4.39,6.5,5.44,5.39,5.61,5.39,4.06
montauban_82121,82121,Montauban,82000,5.19,5.3,3.7,4.44,5.51,6.12,5.81,5.65,5.43,5.12
montbeton_82124,82124,Montbeton,82290,5.15,7.33,2.0,3.67,2.67,4.67,3.67,3.33,4.33,6.33
montech_82125,82125,Montech,82700,6.46,4.5,3.38,6.5,7.5,7.25,6.75,7.13,7.25,6.63
negrepelisse_82134,82134,Negrepelisse,82800,7.31,7.89,2.11,7.22,6.56,7.89,6.44,7.78,7.11,8.0
saint-etienne-de-tulmont_82161,82161,Saint Etienne De Tulmont,82410,,,,,,,,,,
valence_82186,82186,Valence,82400,4.71,5.33,1.67,4.67,4.33,6.33,3.33,5.33,4.33,5.0
verdun-sur-garonne_82190,82190,Verdun Sur Garonne,82600,8.36,9.25,5.75,7.5,8.0,7.75,8.5,8.5,8.5,8.75
les-arcs_83004,83004,Les Arcs,83460,7.2,7.8,6.3,7.7,6.6,7.1,5.9,7.9,5.9,7.5
bandol_83009,83009,Bandol,83150,5.65,5.69,4.62,5.33,6.06,5.58,4.81,5.79,5.77,5.85
le-beausset_83016,83016,Le Beausset,83330,4.35,4.64,2.73,3.82,5.45,4.82,3.45,6.18,5.73,4.09
bormes-les-mimosas_83019,83019,Bormes Les Mimosas,83230,7.48,8.93,5.57,7.5,6.86,7.21,6.43,6.5,7.29,7.93
brignoles_83023,83023,Brignoles,83170,5.4,5.89,3.92,4.69,6.17,6.19,5.83,6.78,5.17,5.22
la-cadiere-d-azur_83027,83027,La Cadiere D'Azur,83740,6.45,7.5,3.33,6.67,5.0,5.67,5.0,5.67,4.33,7.5
le-cannet-des-maures_83031,83031,Le Cannet Des Maures,83340,8.8,9.25,6.75,9.25,8.0,8.5,8.75,8.0,8.25,9.25
carqueiranne_83034,83034,Carqueiranne,83320,6.83,7.08,6.08,7.04,6.76,6.84,5.16,5.88,6.24,7.28
le-castellet_83035,83035,Le Castellet,83330,6.34,7.2,3.2,6.6,6.8,5.8,5.6,7.2,6.2,6.6
cavalaire-sur-mer_83036,83036,Cavalaire Sur Mer,83240,6.77,6.68,5.89,6.89,6.68,7.37,5.89,6.21,7.16,6.95
cogolin_83042,83042,Cogolin,83310,6.93,6.57,5.57,5.57,7.29,7.57,7.71,7.57,8.14,6.86
la-crau_83047,83047,La Crau,83260,6.12,6.53,4.93,5.8,6.13,6.73,5.13,6.0,6.47,6.27
la-croix-valmer_83048,83048,La Croix Valmer,83420,8.71,8.75,6.75,9.0,8.5,8.0,8.0,7.5,8.75,9.25
cuers_83049,83049,Cuers,83390,4.6,5.38,3.93,3.45,5.72,5.55,4.03,5.72,5.31,4.31
draguignan_83050,83050,Draguignan,83300,4.58,4.58,3.73,3.71,5.23,5.29,5.1,5.24,4.51,4.49
la-farlede_83054,83054,La Farlede,83210,7.61,7.25,4.0,7.38,7.88,7.88,6.63,8.25,8.5,8.0
fayence_83055,83055,Fayence,83440,6.14,6.91,3.91,7.09,5.82,5.73,5.73,5.18,5.55,6.55
flassans-sur-issole_83057,83057,Flassans Sur Issole,83340,7.94,9.0,2.0,9.0,6.0,6.0,5.0,7.0,3.0,10.0
flayosc_83058,83058,Flayosc,83780,6.84,7.67,5.0,4.67,6.67,6.67,6.0,7.67,6.33,7.33
frejus_83061,83061,Frejus,83600,6.46,6.52,4.71,6.48,6.79,6.93,6.6,6.43,6.14,6.6
la-garde_83062,83062,La Garde,83130,6.98,7.33,6.0,6.47,6.73,8.2,7.2,7.2,7.07,6.93
gareoult_83064,83064,Gareoult,83136,5.11,7.25,4.75,4.75,5.0,5.25,4.0,5.25,3.5,5.25
gonfaron_83067,83067,Gonfaron,83590,5.04,6.67,6.0,8.33,4.33,5.0,3.33,5.67,4.0,4.67
grimaud_83068,83068,Grimaud,83310,8.0,9.0,6.0,8.0,6.0,6.0,6.0,7.0,8.0,9.0
hyeres_83069,83069,Hyeres,83400,6.19,6.34,5.0,4.75,6.41,6.71,6.16,6.43,5.89,6.42
le-lavandou_83070,83070,Le Lavandou,83980,7.22,7.37,5.89,7.37,7.32,6.68,5.63,6.26,7.0,7.74
la-londe-les-maures_83071,83071,La Londe Les Maures,83250,5.77,6.37,4.42,5.05,5.95,6.42,5.0,6.21,6.11,5.84
lorgues_83072,83072,Lorgues,83510,6.06,6.1,4.8,6.9,6.0,7.2,6.8,7.3,6.2,5.7
le-luc_83073,83073,Le Luc,83340,6.1,7.0,4.76,5.62,5.48,6.86,6.48,6.0,5.9,6.19
montauroux_83081,83081,Montauroux,83440,7.04,7.6,2.0,7.0,7.2,6.8,5.8,5.2,7.0,8.0
le-muy_83086,83086,Le Muy,83490,5.54,6.0,4.48,4.41,6.1,6.41,5.34,7.03,5.52,5.41
nans-les-pins_83087,83087,Nans Les Pins,83860,5.48,6.33,3.92,4.67,5.33,5.75,4.67,5.17,4.5,5.92
ollioules_83090,83090,Ollioules,83190,4.93,6.07,4.36,3.43,5.57,4.86,4.21,4.93,5.43,5.0
pierrefeu-du-var_83091,83091,Pierrefeu Du Var,83390,6.6,7.0,2.0,5.0,7.5,5.5,5.5,6.5,6.5,7.5
pignans_83092,83092,Pignans,83790,4.41,5.3,4.63,2.4,4.81,5.23,4.0,5.44,4.63,4.26
pourrieres_83097,83097,Pourrieres,83910,5.97,7.57,4.14,6.57,5.0,5.29,4.14,5.14,6.29,6.43
le-pradet_83098,83098,Le Pradet,83220,7.49,7.59,5.76,7.43,7.5,7.78,7.15,6.72,7.17,7.85
puget-sur-argens_83099,83099,Puget Sur Argens,83480,5.85,5.64,5.27,5.27,6.27,6.55,6.82,6.91,5.09,5.73
puget-ville_83100,83100,Puget Ville,83390,6.06,7.8,4.2,6.4,5.2,6.2,5.2,6.4,4.4,6.4
le-revest-les-eaux_83103,83103,Le Revest Les Eaux,83200,9.5,8.0,9.0,10.0,10.0,7.0,9.0,10.0,9.0,10.0
rians_83104,83104,Rians,83560,7.0,8.0,3.0,8.33,6.33,6.0,5.0,4.0,4.67,8.33
rocbaron_83106,83106,Rocbaron,83136,7.44,7.5,5.33,7.0,7.0,7.83,6.5,7.5,7.67,7.83
roquebrune-sur-argens_83107,83107,Roquebrune Sur Argens,83520,6.7,6.9,4.3,8.3,6.6,6.4,6.7,6.9,5.8,6.9
saint-cyr-sur-mer_83112,83112,Saint Cyr Sur Mer,83270,5.44,5.79,3.33,5.46,5.25,4.54,3.96,5.13,4.29,6.17
sainte-maxime_83115,83115,Sainte Maxime,83120,6.17,5.71,4.54,6.39,5.36,6.57,6.36,6.0,6.36,6.43
